time,posx,posy,posz,rotx,roty,rotz,rotw
206.5192,-0.9,0.2857687,10.52144,-0.003802114,-0.003466593,0.09882849,0.9950912
206.5333,-0.9,0.3750359,10.25304,-0.01290416,-0.01179292,0.3349786,0.9420636
206.5468,-0.9,0.4583209,9.994593,-0.02078489,-0.0186482,0.5364349,0.8434796
206.5608,-0.9,0.5416669,9.727353,-0.02746679,-0.02398425,0.702657,0.7105937
206.5748,-0.9,0.6228391,9.458261,-0.03261589,-0.02737897,0.8241591,0.5647551
206.5885,-0.9,0.6994435,9.195655,-0.03625781,-0.02891369,0.9022465,0.4287197
206.6024,-0.9,0.774597,8.929345,-0.03878309,-0.0291435,0.9484304,0.3132511
206.6163,-0.9,0.8475628,8.661507,-0.04053273,-0.02850652,0.9721051,0.2292511
206.6302,-0.9,0.9175432,8.394562,-0.04180513,-0.02748537,0.9818103,0.183154
206.6442,-0.9,0.9853801,8.125251,-0.04120224,-0.02527549,0.9853585,0.1634994
206.658,-0.9,1.049766,7.859019,-0.03989022,-0.0227562,0.9878845,0.1482402
206.6719,-0.9,1.111874,7.591236,-0.03892026,-0.02037374,0.9899858,0.1341581
206.6857,-0.9,1.171414,7.323562,-0.03832926,-0.01811261,0.9917945,0.1206089
206.6996,-0.9,1.228508,7.05565,-0.0381952,-0.01597694,0.9933442,0.1074858
206.7133,-0.9,1.282321,6.791722,-0.03857508,-0.01399184,0.9946366,0.09494305
206.7273,-0.9,1.33468,6.522065,-0.03951424,-0.01209642,0.9957036,0.08286572
206.7411,-0.9,1.383733,6.25585,-0.04100588,-0.01033705,0.9965441,0.07149472
206.755,-0.9,1.430591,5.987258,-0.04313523,-0.008689688,0.997177,0.06084381
206.7689,-0.9,1.474958,5.71776,-0.04594444,-0.007155586,0.997616,0.05099307
206.783,-0.9,1.517038,5.445804,-0.04950541,-0.005716852,0.9978742,0.04199522
206.7968,-0.9,1.555819,5.177714,-0.05378677,-0.004378816,0.9979647,0.03397443
206.8107,-0.9,1.592518,4.905948,-0.05892506,-0.003119833,0.9978946,0.02691745
206.8247,-0.9,1.626567,4.634431,-0.06494518,-0.001943971,0.9976689,0.02086253
206.8386,-0.9,1.657811,4.364576,-0.07193433,-0.000828185,0.9972833,0.01583295
206.8526,-0.9,1.686903,4.09016,-0.08016037,0.0002659765,0.9967119,0.01181699
206.8663,-0.9,1.712496,3.824357,-0.08933169,0.001311654,0.9959623,0.008800615
206.8802,-0.9,1.736149,3.55136,-0.1001484,0.002361422,0.9949469,0.006741952
206.8941,-0.9,1.75707,3.280315,-0.1126222,0.00338295,0.9936165,0.00557453
206.908,-0.9,1.775574,3.00741,-0.1275039,0.004387979,0.9918147,0.005219072
206.9217,-0.9,1.791113,2.740642,-0.1449343,0.005418396,0.9894109,0.00555344
206.9359,-0.9,1.804675,2.460346,-0.1670188,0.006709415,0.9859095,0.006492432
206.9498,-0.9,1.815321,2.185563,-0.1937113,0.008143651,0.9809938,0.007798497
206.9638,-0.9,1.823393,1.909828,-0.2276078,0.00983161,0.9736596,0.009225144
206.9774,-0.9,1.828719,1.642763,-0.2701458,0.01173336,0.9626916,0.01041875
